Date,ACWI,FEZ,SPY,HYG,LQD,TLT,USO,GLD
2015-07-30,50.44233322,30.16940308,180.5097046,56.23602676,87.31080627,99.04177856,128.8000031,104.2699966
2015-07-31,50.50975037,30.38995743,180.2357178,56.14029694,87.76339722,99.77461243,124.7200012,104.9300003
2015-08-01,50.50975037,30.38995743,180.2357178,56.14029694,87.76339722,99.77461243,124.7200012,104.9300003
2015-08-02,50.50975037,30.38995743,180.2357178,56.14029694,87.76339722,99.77461243,124.7200012,104.9300003
2015-08-03,50.34964371,30.53175354,179.6278229,56.03516769,87.967659,100.8248749,120.8000031,104.0999985
2015-08-04,50.29908371,30.35058403,179.2767334,56.06721497,87.52139282,100.0251312,121.7600021,104.3099976
2015-08-05,50.50975037,30.71292305,179.8675842,55.99028015,87.18096924,99.2743988,120.2399979,103.9300003
2015-08-06,50.17269516,30.77593994,178.3948669,55.75952911,87.34740448,100.1557159,118.9599991,104.3899994
2015-08-07,50.08842087,30.74443626,178.0523376,55.58640671,87.64997864,101.4695663,116.4800034,104.6500015
2015-08-08,50.08842087,30.74443626,178.0523376,55.58640671,87.64997864,101.4695663,116.4800034,104.6500015
2015-08-09,50.08842087,30.74443626,178.0523376,55.58640671,87.64997864,101.4695663,116.4800034,104.6500015
2015-08-10,50.74570465,31.1855526,180.2956696,55.74667358,87.30198669,100.2128754,119.1200027,105.7200012
2015-08-11,50.07156754,30.68929482,178.6688385,55.49025726,87.6651001,101.8041306,115.9199982,106.2600021
2015-08-12,49.89459991,30.36633682,178.8828735,55.41333389,87.52891541,101.2492828,115.5199966,107.75
2015-08-13,49.84404373,30.10639381,178.6603088,55.34284592,87.22632599,100.9228287,112.7200012,106.8600006
2015-08-14,49.96202469,30.02760696,179.3109894,55.37486267,87.3095932,101.1595001,111.9199982,106.8499985
2015-08-15,49.96202469,30.02760696,179.3109894,55.37486267,87.3095932,101.1595001,111.9199982,106.8499985
2015-08-16,49.96202469,30.02760696,179.3109894,55.37486267,87.3095932,101.1595001,111.9199982,106.8499985
2015-08-17,49.97887039,29.9015789,180.3127747,55.37486267,87.58945465,101.6164932,111.1200027,107.1299973
2015-08-18,49.74291992,29.63376045,179.7904968,55.30434418,87.25656891,100.8167343,112.4000015,107.1100006
2015-08-19,49.27945709,29.38957024,178.3692017,55.25305939,87.68024445,101.8123627,107.4400024,108.5500031
2015-08-20,48.19240952,28.64124298,174.6445923,54.98379517,87.73314667,102.8406143,106.9599991,110.4400024
2015-08-21,46.81885529,28.08984375,169.3873138,54.78507614,87.75585938,103.1506958,105.8399963,111.1299973
2015-08-22,46.81885529,28.08984375,169.3873138,54.78507614,87.75585938,103.1506958,105.8399963,111.1299973
2015-08-23,46.81885529,28.08984375,169.3873138,54.78507614,87.75585938,103.1506958,105.8399963,111.1299973
2015-08-24,45.04924011,27.3100071,162.2549286,54.33637238,87.51381683,103.1180344,99.91999817,110.5299988
2015-08-25,44.96497726,27.56995773,160.3455963,54.44533539,87.06748962,101.4614105,101.8399963,109.1600037
2015-08-26,46.49020386,28.19224167,166.5018616,54.90048218,87.014534,99.50284576,102.1600037,107.6699982
2015-08-27,47.48455811,28.52308083,170.6202393,55.31076813,87.09776306,99.56002045,111.5999985,107.7300034
2015-08-28,47.4424324,28.25526237,170.62883,55.36203384,87.25656891,99.85378265,119.0400009,108.6999969
2015-08-29,47.4424324,28.25526237,170.62883,55.36203384,87.25656891,99.85378265,119.0400009,108.6999969
2015-08-30,47.4424324,28.25526237,170.62883,55.36203384,87.25656891,99.85378265,119.0400009,108.6999969
2015-08-31,47.07165527,28.17648697,169.2503204,55.28515244,87.0372467,99.0867157,127.1200027,108.8199997
2015-09-01,45.52956009,27.45179367,164.1985931,55.10673904,87.56450653,99.80067444,118.4800034,109.1999969
2015-09-02,46.33011246,27.83777237,167.3152771,55.33214569,87.43553925,98.94192505,120.7200012,108.6200027
2015-09-03,46.42280579,27.82201004,167.4351196,55.4093895,87.85281372,99.42446899,122.7200012,107.8399963
2015-09-04,45.54642105,27.20760918,164.9006805,55.3514328,88.05006409,100.3322678,120.6399994,107.4899979
2015-09-05,45.54642105,27.20760918,164.9006805,55.3514328,88.05006409,100.3322678,120.6399994,107.4899979
2015-09-06,45.54642105,27.20760918,164.9006805,55.3514328,88.05006409,100.3322678,120.6399994,107.4899979
2015-09-07,45.54642105,27.20760918,164.9006805,55.3514328,88.05006409,100.3322678,120.6399994,107.4899979
2015-09-08,46.75144196,28.00318336,169.0447998,55.65406799,87.64035797,98.8519516,120.1600037,107.5199966
2015-09-09,46.29639435,27.78263855,166.7844391,55.58326721,87.83004761,99.3263092,116.0800018,106.1299973
2015-09-10,46.608181,28.04257393,167.6919861,55.71850586,87.65557861,98.65570068,119.4400024,106.3799973
